,Protein_ID,Pfam_Families
4089,P11224,PF16451
4090,A0A0G2KTI4,PF00324
4091,O60911,PF08246
4092,P31670,PF14497
4093,A4IQU1,PF20903
4094,P9WPY9,PF01316
4095,Q5HYA8,PF09773
4096,A1L0Z0,PF10744
4097,P08034,PF00029
4098,F2UB89,PF00520
4099,P41595,PF00001
4100,R7S7J5,PF13410
4101,Q08AH3,PF00501
4102,D6NSN2,PF00144
4103,P9WQJ7,PF00005
4104,Q17U16,PF04335
4105,Q14832,PF00003
4106,I6YCI1,PF00905
4107,P0AAI3,PF00004
4108,A5HEI4,PF00137
4109,Q51056,PF00267
4110,M4GGR5,PF00199
4111,P39485,PF13561
4112,Q16820,PF01400
4113,P81860,PF00024
4114,P05417,PF00355
4115,S8GKS3,PF02430
4116,Q9PTN2,PF00104
4117,Q8IWT6,PF23598
4118,P20963,PF02189
4119,Q07448,PF13427
4120,Q9BXJ8,PF07851
4121,A0A384E145,PF13410
4122,P63104,PF00244
4123,P40527,PF13246
4124,O70164,PF00089
4125,F6V9L3,PF16959
4126,Q8YXT8,PF09150
4127,P14070,PF00258
4128,O80800,PF00550
4129,A0A097ATG3,PF02906
4130,Q07955,PF00076
4131,P42792,PF00032
4132,Q2TFW1,PF00135
4133,Q5ZXN6,PF12796
4134,Q8N0W4,PF00135
4135,P52175,PF00334
4136,A0A2R8QUC0,PF00656
4137,Q96J94,PF08699
4138,P03252,PF00770
4139,O08989,PF00071
4140,B0RM05,PF00027
4141,P84853,PF00161
4142,P0A7I4,PF22042
4143,A0A493R6X8,PF21041
4144,Q9R0G6,PF11598
4145,P00189,PF00067
4146,E9P7B6,PF00509
4147,Q9F7G8,PF00483
4148,P0C6W3,PF13087
4149,Q58241,PF02272
4150,A0A9R0D7T1,PF00244
4151,O28219,PF00004
4152,P19080,PF07736
4153,Q9HVW1,PF00005
4154,G0S0B4,PF05021
4155,P07854,PF00550
4156,I3L466,PF00439
4157,H6QM75,PF00064
4158,A9XG43,PF08727
4159,A0A4D6K9W1,PF00064
4160,V9SU56,PF00064
4161,P43529,PF06453
4162,Q5HFV4,PF00334
4163,O34656,PF01636
4164,E9ADQ2,PF00241
4165,P45520,PF00022
4166,V9P0A9,PF18232
4167,F8UU09,PF00064
4168,C7FH46,PF00064
4169,A0A075E3D7,PF01600
4170,Q9NUM4,PF07092
4171,A0A1C7D1H4,PF14497
4172,P02871,PF00139
4173,A4GCK8,PF00509
4174,P00505,PF00155
4175,P25106,PF00001
4176,B9V433,PF08727
4177,Q41159,PF00139
4178,Q8IM15,PF00026
4179,Q9ALJ4,PF16874
4180,A0A0H4LSY1,PF20907
4181,P00165,PF00033
4182,O74536,PF16579
4183,Q8IWU9,PF00351
4184,P01849,PF09291
4185,C6ZK00,PF00798
4186,G0S654,PF00004
4187,A3RL54,PF00027
4188,A0A0N9Y7U2,PF01977
4189,P68348,PF04846
4190,P22216,PF00498
4191,A0A5J6A331,PF00509
4192,Q8VLX1,PF05272
4193,P05202,PF00155
4194,P28700,PF00104
4195,F5A5A0,PF02226
4196,P32177,PF02634
4197,Q382J7,PF00439
4198,Q9L7R9,PF01791
4199,E1YD54,PF13450
4200,Q9UHP7,PF00059
4201,P42935,PF00400
4202,P22102,PF00586
4203,Q903J0,PF00077
4204,P84243,PF00125
4205,Q02078,PF12347
4206,P9WQK3,PF00005
4207,B0LX40,PF00599
4208,P13688,PF00047
4209,P0DP33,PF13499
4210,P09581,PF00047
4211,P55196,PF01843
4212,Q02169,PF02545
4213,A0A059WLS9,PF04196
4214,A0A2R8RKV0,PF13589
4215,P42768,PF00786
4216,P53608,PF00491
4217,Q8BYM5,PF00135
4218,P05981,PF09272
4219,A4ZPX1,PF00516
4220,P24864,PF02984
4221,Q8GS38,PF06351
4222,Q8H0N6,PF06351
4223,Q9QP87,PF05109
4224,Q76KY0,PF00698
4225,P0A3B2,PF21018
4226,A0A923E755,PF00037
4227,P07288,PF00089
4228,Q86887,PF08727
4229,Q5SJS4,PF00202
4230,A0QQS4,PF00004
4231,Q6DQ18,PF00509
4232,Q91V08,PF00059
4233,P00450,PF00394
4234,Q61627,PF01094
4235,O94248,PF07728
4236,P43099,PF01276
4237,A5HC98,PF04196
4238,O57767,PF02445
4239,F1RCB6,PF00022
4240,Q09328,PF15027
4241,P11998,PF00885
4242,Q9Y616,PF00531
4243,P01111,PF00071
4244,P49913,PF12153
4245,O57705,PF00428
4246,P0AFU8,PF00677
4247,P03433,PF00603
4248,M5PFT9,PF00067
4249,O53896,PF13180
4250,O67175,PF16363
4251,P40871,PF00501
4252,A0A0H3K724,PF01053
4253,Q0P7K6,PF00144
4254,P01021,PF00212
4255,A0A1I9GEN8,PF00497
4256,O43660,PF00400
4257,G0SAW6,PF05199
4258,Q9JL75,PF07686
4259,Q2S2F8,PF01036
4260,O66186,PF21006
4261,A0A8I3AZV5,PF00003
4262,A0A7D6PMV8,PF16451
4263,H8Y6N2,PF00202
4264,I3LS66,PF00992
4265,P15442,PF12745
4266,A0A0R4I990,PF00441
4267,Q96CW9,PF00053
4268,Q53IZ1,PF00155
4269,Q93QX0,PF00155
4270,A4VE64,PF01221
4271,Q22A67,PF12774
4272,A4VEB3,PF03645
4273,A0AAJ6N682,PF13476
4274,O43157,PF08337
4275,G5EDW2,PF00002
4276,O35963,PF00071
4277,Q9BXP8,PF13385
4278,Q9EQY0,PF00069
4279,Q04912,PF07714
4280,A0A0A8WFP6,PF07654
4281,G5ED00,PF00047
4282,Q69ZK9,PF00135
4283,Q9ULK0,PF01094
4284,Q15413,PF08709
4285,U5XBU0,PF00064
4286,C0LT34,PF00064
4287,Q8NJP9,PF00233
4288,P20478,PF00120
4289,P38555,PF00071
4290,P07560,PF00071
4291,P9WGR0,PF13561
4292,Q8E9X9,PF01048
4293,A7U483,PF00067
4294,O18473,PF00104
4295,A0A5Q5AD67,PF02278
4296,P37571,PF00004
4297,G2IQR8,PF13577
4298,Q2G4I2,PF13577
4299,Q9I117,PF03929
4300,I3W9E1,PF08727
4301,Q29ST3,PF14860
4302,O07177,PF18085
4303,Q9X024,PF01256
4304,P84079,PF00025
4305,E9JSA3,PF00407
4306,Q53591,PF22637
4307,P0AA37,PF00849
4308,Q63373,PF02210
4309,Q9UPC5,PF00001
4310,P49238,PF00001
4311,Q96P09,PF00653
4312,P11657,PF18652
4313,P0ADG7,PF00571
4314,P0DV33,PF00126
4315,A0A2I6PIY1,PF07652
4316,A0A0H2ZJP9,PF11855
4317,A0A0A7E4R0,PF00509
4318,H9JD76,PF00013
4319,B8DIL5,PF22042
4320,B4XEP4,PF16959
4321,D4A133,PF00006
4322,O78189,PF07654
4323,O35431,PF00595
4324,P14336,PF20907
4325,A2KD57,PF07686
4326,P51149,PF00071
4327,U3KQA6,PF00439
4328,P06104,PF00179
4329,A8B1V5,PF00155
4330,H2FJ05,PF07652
4331,Q8CHT0,PF00171
4332,C1KH25,PF01542
4333,Q9V6K3,PF01392
4334,P34036,PF12774
4335,Q99816,PF05743
4336,F2WR39,PF00552
4337,Q28142,PF02210
4338,U3GU88,PF04196
4339,P49407,PF02752
4340,H9XIV6,PF00509
4341,Q9AR86,PF01397
4342,P13103,PF00509
4343,Q5HLN6,PF12802
4344,R9W5L0,PF17389
4345,P0A0B0,PF05569
4346,P16521,PF17947
4347,Q88CM1,PF13640
4348,O48809,PF00560
4349,A0A3G5BC54,PF00202
4350,O75581,PF14670
4351,O75582,PF00069
4352,A0A1J0CXU0,PF00509
4353,Q7KZF4,PF00565
4354,Q7L8A9,PF14822
4355,P11274,PF09036
4356,B1JL34,PF01048
4357,A0A0Z8EWX1,PF04055
4358,A0MHA3,PF19155
4359,Q39128,PF00027
4360,A7UX13,PF00266
4361,P19221,PF00594
4362,C5MQE6,PF00509
4363,O14773,PF00082
4364,Q9BYP7,PF12202
4365,Q9C2M3,PF00225
4366,P19247,PF07968
4367,B8ZXI1,PF01702
4368,Q9Y9L0,PF10417
4369,A0ZZH6,PF00128
4370,D0A8L1,PF00439
4371,Q920Q2,PF16589
4372,P25045,PF00155
4373,E2DHI3,PF16959
4374,P24032,PF13499
4375,B3GTD7,PF08395
4376,P04625,PF00104
4377,P52778,PF00407
4378,Q81BL7,PF03073
4379,Q6GHN9,PF01252
4380,Q4WQ02,PF16177
4381,Q9BYE2,PF15494
4382,B2RXS4,PF08337
4383,P9WGY1,PF01765
4384,C5HMM2,PF00509
4385,Q652L6,PF21791
4386,D9N195,PF16739
4387,Q13509,PF00091
4388,A0A0H2ZN67,PF00497
4389,Q9I6B9,PF02687
4390,P32397,PF01593
4391,Q07307,PF00860
4392,Q9NYY3,PF00069
4393,P06681,PF00084
4394,Q9HU51,PF01551
4395,Q8V635,PF08727
4396,A0A5C2GF00,PF07686
4397,P01594,PF07686
4398,Q76KY4,PF00550
4399,P01286,PF00123
4400,A0A5C2GM57,PF07686
4401,A0A5C2GMM2,PF07686
4402,D0A3H5,PF00439
4403,A0A5C2G1U0,PF07686
4404,I0B503,PF01048
4405,P23727,PF16454
4406,Q8NF91,PF00307
4407,O49997,PF00244
4408,Q8WXH0,PF00307
4409,O14713,PF10480
4410,Q5AI14,PF00982
4411,O88703,PF00027
4412,Q5CPK7,PF00478
4413,Q27895,PF01150
4414,P38405,PF00503
4415,A0A6I8TEX2,PF13855
4416,Q9UMR7,PF00059
4417,Q3Y6U7,PF00112
4418,P0ADR6,PF01728
4419,P20507,PF00194
4420,Q6VT83,PF00407
4421,P0DP26,PF13499
4422,P02870,PF00139
4423,Q9EZJ8,PF00140
4424,Q8WTT0,PF00059
4425,Q91V27,PF02318
4426,P09172,PF03712
4427,G4SZ62,PF04896
4428,C0LJI4,PF02461
4429,P19711,PF11889
4430,O65039,PF08246
4431,A0A024CX39,PF00509
4432,P48825,PF14310
4433,P15723,PF01966
4434,P60712,PF00022
4435,Q9UMF0,PF21146
4436,P60508,PF00429
4437,M4SVE7,PF16451
4438,J3KJC6,PF16177
4439,A0A0B4N7I3,PF16451
4440,O34911,PF07615
4441,Q2FDS6,PF00561
4442,A1L314,PF01823
4443,Q9W7K5,PF02866
4444,Q2Q449,PF01329
4445,Q9J2P7,PF00077
4446,P07597,PF00234
4447,I0AZ41,PF05592
4448,P08913,PF00001
4449,D0LNW1,PF14497
4450,P40340,PF00004
4451,Q58992,PF00464
4452,P18177,PF01473
4453,Q9UZA4,PF00005
4454,A4GYF9,PF00509
4455,A0A0N9RDU4,PF00509
4456,A8R0K5,PF00202
4457,A8JGB0,PF02374
4458,A0A0F7R1P3,PF07654
4459,P24855,PF03372
4460,O66543,PF02628
4461,A1R958,PF00202
4462,Q9CXY6,PF20965
4463,A0A0A1I7H6,PF07654
4464,P22466,PF01296
4465,P98073,PF00431
4466,O43603,PF00001
4467,P71619,PF13416
4468,B3DH80,PF00067
4469,P23008,PF08727
4470,Q2FV99,PF04203
4471,Q7PXT9,PF01395
4472,P27997,PF00016
4473,Q9X6W1,PF13354
4474,A0A0M3KL26,PF12697
4475,A0A1X8XLE9,PF00104
4476,Q86V24,PF03006
4477,P0C2X0,PF24833
4478,Q9P1W8,PF07654
4479,A0A173M094,PF00003
4480,R4QPW9,PF18631
4481,P28738,PF00225
4482,A9WEV2,PF14522
4483,B6KAM0,PF02430
4484,P06899,PF00125
4485,A3M142,PF00006
4486,Q6J4G7,PF01036
4487,Q9WJ31,PF20682
4488,P15934,PF02108
4489,A0LU48,PF03136
4490,Q9GZU7,PF03031
4491,P01263,PF00214
4492,Q9NPD5,PF07648
4493,Q6ZMH5,PF02535
4494,P31725,PF01023
4495,A0A1G4H5I1,PF00464
4496,Q61730,PF13895
4497,A2NUE8,PF07686
4498,P04642,PF02866
4499,P48643,PF00118
4500,U6KL66,PF01180
4501,A0A2S8XV37,PF00202
4502,P35520,PF00571
4503,P01555,PF01375
4504,Q7SSI0,PF00077
4505,Q9Y4W6,PF00004
4506,P0C6F2,PF00540
4507,Q9JHJ3,PF15065
4508,Q8N2Q7,PF00135
4509,P07357,PF21195
4510,Q4WX16,PF03537
4511,Q0WYX8,PF13927
4512,Q15907,PF00071
4513,P22434,PF02112
4514,A0A3S8NV63,PF06317
4515,A0LNN5,PF07690
4516,Q58663,PF00005
4517,O58689,PF09488
4518,O67141,PF00009
4519,T2B9G2,PF16251
4520,Q87WW0,PF01507
4521,Q48935,PF00850
4522,Q12794,PF01630
4523,Q8I0V4,PF13589
4524,C4M1P9,PF20890
4525,Q6GG09,PF00391
4526,A0A140D8S6,PF00509
4527,Q20ND8,PF00509
4528,Q74849,PF00516
4529,P03456,PF00509
4530,P13612,PF01839
4531,A2V851,PF00509
4532,A0A1S5RAG6,PF00064
4533,Q6PKG0,PF05383
4534,P26136,PF00509
4535,A0A0J9X252,PF00509
4536,A0A0J9X248,PF00509
4537,Q0A3A5,PF00509
4538,A0A0J9X250,PF00509
4539,A0A0D8G707,PF00005
4540,Q9XW42,PF06325
4541,A0A6J2EID0,PF16959
4542,C6TEX2,PF00504
4543,O95466,PF06367
4544,P9WME7,PF13411
4545,O68720,PF00102
4546,A3M692,PF01220
4547,Q13332,PF00041
4548,P10586,PF00041
4549,Q9HVX1,PF13180
4550,A7T1N0,PF00520
4551,P03077,PF02380
4552,A0A0A7MCY3,PF05424
4553,P06738,PF00343
4554,A0A023NA98,PF00561
4555,P27448,PF02149
4556,G2QL32,PF00657
4557,P23456,PF04196
4558,A0A6P3HVI0,PF00999
4559,P80147,PF00202
4560,Q9NTK5,PF01926
4561,Q8RFH4,PF00258
4562,Q1A234,PF00516
4563,A9UJZ9,PF00069
4564,P16218,PF03425
4565,Q96EK5,PF12309
4566,Q7SIG4,PF08450
4567,O31466,PF15777
4568,A5GZW8,PF05328
4569,P38993,PF00394
4570,Q4PP54,PF01036
4571,O14114,PF00004
4572,P80067,PF08773
4573,O41026,PF01068
4574,A0A8X6EH36,PF01036
4575,B9K884,PF00009
4576,Q6NEF1,PF02687
4577,E5CYJ9,PF14776
4578,Q6PVL0,PF24729
4579,P30418,PF01233
4580,Q9UKL4,PF00029
4581,P20065,PF01290
4582,A0A2P1G7F5,PF16451
4583,Q9V2F3,PF00149
4584,U3KRG0,PF00197
4585,Q0JF02,PF01397
4586,P52895,PF00248
4587,O00255,PF05053
4588,Q6Z1J6,PF01926
4589,B1WBP0,PF00149
4590,P28037,PF00171
4591,A0A1D8PJ64,PF00025
4592,P25054,PF05972
4593,P0DOF5,PF00599
4594,P54958,PF00026
4595,Q9ZEU7,PF00202
4596,Q84AR1,PF01053
4597,Q63273,PF01094
4598,Q6A562,PF22152
4599,Q9Y9W9,PF00428
4600,B7LA29,PF00227
4601,O28471,PF01163
4602,A0A0A7I435,PF00202
4603,Q00441,PF00067
4604,P40149,PF02775
4605,Q96T88,PF00628
4606,U5N1D3,PF00509
4607,G5DSS3,PF00509
4608,Q2YLR9,PF02866
4609,P11438,PF01299
4610,P18827,PF01034
4611,P11766,PF08240
4612,P68137,PF00022
4613,Q4ACU6,PF12796
4614,Q7Q5N3,PF20733
4615,J9U5U9,PF12697
4616,A0A097PF39,PF00509
4617,P21396,PF01593
4618,B2L9C1,PF00394
4619,A3MX09,PF00348
4620,Q6WB93,PF14314
4621,Q6B0I6,PF02373
4622,Q5EDC8,PF00550
4623,P03438,PF00509
4624,Q8NAC3,PF15037
4625,Q9SSX0,PF00071
4626,G1TY34,PF01839
4627,P35222,PF00514
4628,Q13526,PF00639
4629,B3TMR1,PF00441
4630,Q9M1L7,PF00560
4631,Q9P0X4,PF00520
4632,P20671,PF00125
4633,O75348,PF03179
4634,Q9YIC2,PF00337
4635,A0A8K1XY81,PF00509
4636,O15342,PF05493
4637,A0AAN0NPC9,PF01401
4638,P07602,PF02199
4639,P94845,PF00120
4640,P56156,PF00574
4641,O14508,PF00017
4642,P0AD57,PF00348
4643,B6K9M7,PF02430
4644,Q53I60,PF01363
4645,Q82847,PF00509
4646,Q13873,PF01064
4647,Q9HV55,PF22042
4648,Q08011,PF00509
4649,P35249,PF00004
4650,P05095,PF00307
4651,Q6PJ69,PF00622
4652,Q7L0J3,PF23894
4653,P50859,PF00067
4654,Q26998,PF14681
4655,Q9WUN2,PF00069
4656,P50406,PF00001
4657,O86043,PF13410
4658,P18206,PF01044
4659,D0EZK6,PF22213
4660,Q8DH45,PF13354
4661,O14678,PF06472
4662,P12003,PF01044
4663,O42764,PF00903
4664,F6Z895,PF03133
4665,E3SET7,PF18711
4666,Q38AM1,PF00439
4667,P14925,PF03712
4668,Q28107,PF07732
4669,O14807,PF00071
4670,P01270,PF01279
4671,A5U6B6,PF00186
4672,S5RJN4,PF01600
4673,P35318,PF00214
4674,Q96LB1,PF00001
4675,P0C6T4,PF16251
4676,A0A0G2RXV5,PF00509
4677,Q8ZUN8,PF07995
4678,Q941M3,PF00501
4679,M4GWN4,PF00501
4680,P03446,PF00509
4681,Q96DU7,PF03770
4682,D6WMX4,PF00069
4683,Q202J5,PF00516
4684,A3FQ86,PF00439
4685,D0VX27,PF05365
4686,P19624,PF04166
4687,P00791,PF07966
4688,A0A024SC78,PF01083
4689,Q8IE47,PF02146
4690,Q3MCR9,PF12623
4691,Q7K6A5,PF00664
4692,A0A8I3AZV8,PF23764
4693,Q3JK38,PF00254
4694,Q8A9T8,PF03415
4695,P57083,PF01537
4696,Q5QT35,PF00905
4697,P24462,PF00067
4698,P42575,PF00619
4699,A0A6F8TGG1,PF00664
4700,W6USS8,PF01595
4701,Q8R4B8,PF14484
4702,D2W2Z5,PF21189
4703,P30235,PF00294
4704,D3ZRN2,PF10744
4705,B2HHT9,PF00067
4706,O97148,PF00002
4707,Q15822,PF02931
4708,O94753,PF00141
4709,A0A140AYW5,PF16451
4710,O77382,PF00225
4711,Q7RWP2,PF14310
4712,P60010,PF00022
4713,Q9C169,PF00199
4714,O14842,PF00001
4715,Q9WXS1,PF01081
4716,P69986,PF01312
4717,A0A142I7X5,PF00798
4718,P50431,PF00464
4719,P12499,PF00540
4720,P07141,PF05337
4721,E9K9S8,PF00798
4722,Q88BE5,PF01042
4723,O00299,PF22441
4724,O43414,PF00929
4725,A0A0A7EMW6,PF00337
4726,P11234,PF00071
4727,C0LYC6,PF00509
4728,Q74NK7,PF05708
4729,G1JUF7,PF00509
4730,Q1EMV2,PF22636
4731,Q5I7J0,PF00394
4732,P03474,PF00064
4733,Q4CST7,PF00291
4734,Q9D8Q7,PF00059
4735,Q6MZV7,PF07654
4736,E0UVR5,PF00509
4737,C3TUR9,PF00509
4738,A4KWA1,PF00059
4739,Q5JP69,PF00084
4740,P81460,PF00139
4741,A0A1P6CBU1,PF00303
4742,A0A0M3KL64,PF00509
4743,Q60710,PF01966
4744,E0UY46,PF00064
4745,P21333,PF00307
4746,Q4E4E1,PF02685
4747,Q9SIT1,PF00560
4748,Q96RR4,PF00069
4749,P08419,PF00089
4750,P01344,PF08365
4751,O95747,PF12202
4752,Q9VT83,PF07679
4753,Q9VMN9,PF07679
4754,P03460,PF00509
4755,Q8T603,PF13927
4756,Q16644,PF00069
4757,Q8RCC2,PF00005
4758,E1C0Z4,PF00337
4759,Q9BWP8,PF01391
4760,P26831,PF00404
4761,P0ADI4,PF00857
4762,P0DOX8,PF07654
4763,X5E0F1,PF01053
4764,Q6PIK1,PF07654
4765,P09119,PF13401
4766,Q16512,PF02185
4767,Q62735,PF00104
4768,P78527,PF20500
4769,P9WKI7,PF00571
4770,E1WGG9,PF02358
4771,H0USY8,PF00104
4772,Q8NBU5,PF00004
4773,P04584,PF00540
4774,Q9H4M7,PF00169
4775,A0A0A0V031,PF00501
4776,P12272,PF01279
4777,Q976X5,PF00171
4778,O14764,PF02931
4779,D5KL82,PF00064
4780,P22973,PF00139
4781,Q20UH7,PF00064
4782,P10644,PF00027
4783,Q6IQ23,PF00169
4784,Q99M75,PF13855
4785,Q45ZQ3,PF00509
4786,Q4K4R5,PF13410
4787,A0N6Y3,PF07686
4788,P00862,PF02329
4789,F1RMC1,PF16182
4790,C9EL84,PF00509
4791,Q12567,PF00026
4792,G0SBE6,PF00664
4793,P0ABP9,PF01048
4794,A8DS38,PF08246
4795,Q53H47,PF17906
4796,Q5NI32,PF02230
4797,D6Y599,PF01014
4798,Q9GNK5,PF01510
4799,O31611,PF04607
4800,P15455,PF00190
4801,Q0PKZ5,PF01600
4802,P08202,PF24856
4803,P46419,PF14497
4804,P51852,PF02775
4805,P52948,PF04096
4806,Q9AC32,PF00013
4807,A8E7C6,PF00028
4808,A0A5K4ESD7,PF17035
4809,G1K3Q0,PF01036
4810,Q12386,PF00022
4811,P25745,PF03054
4812,F1RN70,PF03491
4813,Q9ZII9,PF02916
4814,A0A6M2RI35,PF00509
4815,A0A1D8PJF9,PF02775
4816,P11373,PF01083
4817,O75208,PF08511
4818,A0A0X7YU24,PF00509
4819,A0A0F7R6D6,PF17137
4820,Q9FGQ2,PF03083
4821,Q93009,PF22486
4822,Q7Z8P9,PF00334
4823,P01139,PF00243
4824,Q1NZ37,PF00509
4825,Q1K9S3,PF00509
4826,O70348,PF08652
4827,P08427,PF00059
4828,D0VWP8,PF00509
4829,G5EFQ4,PF00498
4830,Q67326,PF00509
4831,P08176,PF00112
4832,Q10469,PF05060
4833,P0A776,PF00293
4834,O00401,PF00786
4835,P08337,PF00293
4836,Q58993,PF02277
4837,O08675,PF00001
4838,A0A1I9G0T9,PF07992
4839,O15540,PF00061
4840,P06850,PF00473
4841,O34757,PF23540
4842,P40233,PF00069
4843,Q9NY33,PF03571
4844,P12337,PF00135
4845,Q7MAG0,PF00497
4846,P23470,PF00194
4847,P0DTC4,PF02723
4848,Q8BGM4,PF13649
4849,A7Y8A6,PF00509
4850,D7S1H2,PF00516
4851,O14746,PF00078
4852,P07250,PF03770
4853,P01138,PF00243
4854,P26660,PF07652
4855,O97775,PF02166
4856,Q9K498,PF00067
4857,D6R7L2,PF01376
4858,A5A665,PF02081
4859,P0A384,PF00033
4860,V5H924,PF00031
4861,P41279,PF00069
4862,O43781,PF00069
4863,E5BBQ0,PF01035
4864,Q9N1X4,PF01391
4865,P23415,PF02931
4866,P63261,PF00022
4867,P13699,PF17290
4868,H9XIU5,PF00509
4869,Q9K2N0,PF00753
4870,P27284,PF01589
4871,A7UQX3,PF02258
4872,Q9Y572,PF00069
4873,J9W473,PF00150
4874,P24476,PF00161
4875,P08142,PF02775
4876,P61026,PF00071
4877,Q9UGP5,PF14792
4878,P19938,PF01063
4879,Q8IBS5,PF13499
4880,P18153,PF01395
4881,Q9ZMY2,PF01048
4882,P56680,PF00840
4883,Q60841,PF23106
4884,P27907,PF00064
4885,Q9SV68,PF08240
4886,B8QIQ9,PF00753
4887,P80366,PF00149
4888,P04278,PF00054
4889,Q38802,PF01397
4890,Q7M3K2,PF05485
4891,P16871,PF00041
4892,Q7MY08,PF00891
4893,Q7MY04,PF00891
4894,A4YDT1,PF00501
4895,Q9V2J8,PF13692
4896,P35354,PF03098
4897,P05155,PF00079
4898,Q9HV14,PF00583
4899,Q5UEA2,PF08727
4900,F0ZJZ1,PF00840
4901,A0A088T0J9,PF00734
4902,O05927,PF01507
4903,A0A4D6J0G9,PF19019
4904,P05979,PF03098
4905,C5YGL7,PF01370
4906,Q9SPP9,PF00232
4907,O15264,PF00069
4908,P97275,PF02913
4909,Q12770,PF24017
4910,P00366,PF00208
4911,P40261,PF01234
4912,G0YP42,PF07654
4913,Q05769,PF03098
4914,P92941,PF00571
4915,P59823,PF00047
4916,Q8IXL6,PF06702
4917,Q79MP6,PF00753
4918,Q8NMG3,PF17937
4919,P46085,PF03505
4920,Q8DQ16,PF01048
4921,Q9H227,PF00232
4922,P30878,PF13347
4923,Q91F55,PF00523
4924,P05655,PF02435
4925,P26038,PF00769
4926,J9VS02,PF00026
4927,Q5KVB6,PF17755
4928,B5KVR9,PF00753
4929,Q7CSI0,PF13378
4930,P0AFG3,PF16078
4931,P50620,PF02867
4932,Q7BJM5,PF00753
4933,Q786F3,PF00523
4934,Q8DQ84,PF00224
4935,P84801,PF01419
4936,O60678,PF21137
4937,A0A1V1FXL2,PF00232
4938,A0A072VQG6,PF00475
4939,E9NWK5,PF00753
4940,Q7LIJ0,PF00734
4941,A0A077JG85,PF00501
4942,Q97Z83,PF01896
4943,O14744,PF05185
4944,P77173,PF04354
4945,Q7TS98,PF07654
4946,C7C422,PF00753
4947,O43504,PF16672
4948,A0A0E9NAT8,PF05368
4949,P18434,PF00287
4950,L7PIJ2,PF12697
4951,Q687X5,PF03807
4952,P31639,PF00474
4953,P46237,PF00840
4954,F8W463,PF00864
4955,Q5NV90,PF07686
4956,P11086,PF01234
4957,P04254,PF03723
4958,O00560,PF00595
4959,P28078,PF07654
4960,Q56366,PF00136
4961,Q7KQK0,PF00027
4962,Q39276,PF01453
4963,Q9UUZ2,PF00295
4964,P16442,PF03414
4965,G1M6C4,PF20478
4966,A0A1S7DL21,PF00064
4967,Q9UL51,PF00027
4968,P40226,PF00758
4969,O67191,PF18330
4970,P04190,PF00753
4971,A3KN55,PF16556
4972,P24394,PF09238
4973,Q8TX37,PF03702
4974,Q6VRM0,PF00437
4975,G0S6C0,PF12054
4976,P00323,PF00258
4977,P14784,PF18707
4978,P07942,PF23219
4979,A7YKL0,PF00552
4980,O43683,PF08311
4981,P02649,PF01442
4982,P17987,PF00118
4983,P05112,PF00727
4984,Q07011,PF00020
4985,Q96LA8,PF13649
4986,P00693,PF07821
4987,A1L1Q4,PF13649
4988,C6KP13,PF00064
4989,P03136,PF00740
4990,P40225,PF00758
4991,Q877G8,PF00118
4992,A0A125YSJ9,PF00571
4993,P60568,PF00715
4994,Q9I4X3,PF00501
4995,Q9WVG6,PF11531
4996,A2E7Y6,PF01048
4997,P70206,PF08337
4998,P04958,PF01742
4999,Q7KYR7,PF22705
5000,C6KFA3,PF00002
5001,Q495A1,PF07686
5002,P12612,PF00118
5003,A0A310TTQ1,PF00125
5004,Q8DPI6,PF00483
5005,Q6WJ03,PF00423
5006,I2FL84,PF07654
5007,Q8N4Q0,PF08240
5008,P52803,PF00812
5009,M1E1F8,PF13426
5010,A0A5F9CI80,PF04086
5011,Q99ZA6,PF00501
5012,A0A077JI83,PF00128
5013,P83852,PF13620
5014,Q9V2D6,PF00144
5015,Q96XT2,PF17147
5016,A8K2U0,PF00207
5017,P30664,PF00493
5018,O95470,PF00282
5019,P04062,PF02055
5020,G3XCV2,PF00501
5021,O95479,PF02781
5022,Q8BES6,PF00548
5023,Q60675,PF00052
5024,Q643C8,PF13649
5025,Q9GZV3,PF00474
5026,P9WP51,PF00571
5027,P21951,PF03104
5028,P02686,PF01669
5029,A0JD36,PF07686
5030,Q15485,PF01391
5031,Q9RYW8,PF17755
5032,P42702,PF00041
5033,P07981,PF00734
5034,Q9WBP8,PF00740
5035,P01661,PF07686
5036,Q9NA75,PF05197
5037,Q9HUM0,PF17209
5038,O75636,PF00147
5039,Q8I0V3,PF00118
5040,Q8N159,PF00696
5041,Q9UKV8,PF08699
5042,A0A024FRL9,PF00753
5043,P56588,PF00331
5044,A0A1U7N2Z8,PF23526
5045,P83040,PF14830
5046,Q9S3V1,PF01593
5047,L8H477,PF00475
5048,Q79FW0,PF01063
5049,A0A5A4LHS4,PF00064
5050,P09838,PF00533
5051,P35936,PF00523
5052,P31570,PF02572
5053,Q6NUA1,PF05185
5054,P04849,PF00523
5055,P45040,PF00291
5056,P08195,PF00128
5057,Q5ZL60,PF00571
5058,Q63Y08,PF01323
5059,Q9UKK9,PF00293
5060,P40337,PF01847
5061,P9WQ37,PF00501
5062,P61615,PF01070
5063,Q9V2T8,PF00118
5064,Q9V2S9,PF00118
5065,P05877,PF00516
5066,P15151,PF08205
5067,Q8A5H5,PF07715
5068,P01563,PF00143
5069,A0A023UGN9,PF02929
5070,P32004,PF13882
5071,Q90744,PF16499
